,id,platnost_od,platnost_do,akceptovano,mena,cena_za_mwh
393,1393,2022-01-01,2022-12-31,Ne,CZK,3512.870327537953
394,1394,2022-01-01,2022-12-31,Ano,CZK,3471.664958863002
395,1395,2022-01-01,2022-12-31,Ano,CZK,4192.3047777024785
396,1396,2022-01-01,2022-12-31,Ano,EUR,4867.058140130406
397,1397,2022-01-01,2022-12-31,Ano,CZK,4866.869940461333
398,1398,2022-01-01,2022-12-31,Ano,CZK,4133.790922241002
399,1399,2022-01-01,2022-12-31,Ano,CZK,3046.693307864566
400,1400,2022-01-01,2022-12-31,Ano,CZK,2032.9657445229443
401,1401,2022-01-01,2022-12-31,Ano,EUR,3379.523824009857
402,1402,2022-01-01,2022-12-31,Ano,EUR,2546.5949624721684
403,1403,2022-01-01,2022-12-31,Ano,CZK,3177.9630343465665
404,1404,2022-01-01,2022-12-31,Ano,CZK,3012.5759432911964
405,1405,2022-01-01,2022-12-31,Ne,CZK,2760.123528411718
406,1406,2022-01-01,2022-12-31,Ano,CZK,5271.3573945739645
407,1407,2022-01-01,2022-12-31,Ano,CZK,4863.767476512549
408,1408,2022-01-01,2022-12-31,Ano,CZK,4992.545653912707
409,1409,2022-01-01,2022-12-31,Ano,EUR,3488.2558564355136
410,1410,2022-01-01,2022-12-31,Ano,CZK,4793.859228826479
411,1411,2022-01-01,2022-12-31,Ano,CZK,2726.826137764023
412,1412,2022-01-01,2022-12-31,Ne,EUR,1962.2250047550588
413,1413,2022-01-01,2022-12-31,Ano,CZK,4045.0689014883405
414,1414,2022-01-01,2022-12-31,Ano,CZK,4400.925668677937
415,1415,2022-01-01,2022-12-31,Ano,CZK,1818.7803153668174
416,1416,2022-01-01,2022-12-31,Ano,EUR,1833.7282576346051
417,1417,2022-01-01,2022-12-31,Ano,CZK,2139.1973136502493
418,1418,2022-01-01,2022-12-31,Ano,EUR,5402.56825843017
419,1419,2022-01-01,2022-12-31,Ano,CZK,5401.271340091305
420,1420,2022-01-01,2022-12-31,Ano,EUR,2924.830375710034
421,1421,2022-01-01,2022-12-31,Ano,CZK,4443.852310653347
422,1422,2022-01-01,2022-12-31,Ano,CZK,2124.310230981016
423,1423,2022-01-01,2022-12-31,Ano,CZK,4567.555629116329
424,1424,2022-01-01,2022-12-31,Ano,EUR,4511.90535237306
425,1425,2022-01-01,2022-12-31,Ano,EUR,4281.219936115946
426,1426,2022-01-01,2022-12-31,Ano,CZK,3443.9132204647594
427,1427,2022-01-01,2022-12-31,Ne,CZK,5579.4477097282
428,1428,2022-01-01,2022-12-31,Ano,EUR,1977.4285686051826
429,1429,2022-01-01,2022-12-31,Ano,CZK,2703.098765287845
430,1430,2022-01-01,2022-12-31,Ano,CZK,2467.891852620158
431,1431,2022-01-01,2022-12-31,Ano,CZK,5278.639616807066
432,1432,2022-01-01,2022-12-31,Ne,EUR,2906.652696775982
433,1433,2022-01-01,2022-12-31,Ano,CZK,4980.979169548132
434,1434,2022-01-01,2022-12-31,Ano,CZK,5266.801464843455
435,1435,2022-01-01,2022-12-31,Ano,CZK,3193.1334111232363
436,1436,2022-01-01,2022-12-31,Ano,CZK,5831.718128895742
437,1437,2022-01-01,2022-12-31,Ano,CZK,3469.2908985370696
438,1438,2022-01-01,2022-12-31,Ano,EUR,5438.166138241121
439,1439,2022-01-01,2022-12-31,Ano,CZK,2554.799429527688
440,1440,2022-01-01,2022-12-31,Ano,CZK,4489.152025963766
441,1441,2022-01-01,2022-12-31,Ano,CZK,3063.628644769122
442,1442,2022-01-01,2022-12-31,Ano,CZK,5770.422297982442
443,1443,2022-01-01,2022-12-31,Ne,EUR,2735.588172174726
444,1444,2022-01-01,2022-12-31,Ano,EUR,2231.5331835249895
445,1445,2022-01-01,2022-12-31,Ano,EUR,5384.124352888641
446,1446,2022-01-01,2022-12-31,Ano,CZK,2634.5386360467983
447,1447,2022-01-01,2022-12-31,Ne,EUR,4020.1360601211686
448,1448,2022-01-01,2022-12-31,Ano,EUR,2290.401681690406
449,1449,2022-01-01,2022-12-31,Ano,CZK,2172.2597980737214
450,1450,2022-01-01,2022-12-31,Ano,CZK,2756.57344277356
451,1451,2022-01-01,2022-12-31,Ano,CZK,3106.754590972221
452,1452,2022-01-01,2022-12-31,Ano,CZK,4690.681920770234
453,1453,2022-01-01,2022-12-31,Ano,EUR,1863.975000182356
454,1454,2022-01-01,2022-12-31,Ano,EUR,4041.90610651852
455,1455,2022-01-01,2022-12-31,Ano,CZK,3056.3189233159023
456,1456,2022-01-01,2022-12-31,Ano,EUR,4580.120370757052
457,1457,2022-01-01,2022-12-31,Ne,EUR,3818.1928322449066
458,1458,2022-01-01,2022-12-31,Ano,CZK,3498.1440805871716
459,1459,2022-01-01,2022-12-31,Ano,CZK,2185.5794137788334
460,1460,2022-01-01,2022-12-31,Ano,CZK,3794.1337139730795
461,1461,2022-01-01,2022-12-31,Ano,EUR,3039.861457504301
462,1462,2022-01-01,2022-12-31,Ano,CZK,5918.0079178810265
463,1463,2022-01-01,2022-12-31,Ano,CZK,2833.8043953883507
464,1464,2022-01-01,2022-12-31,Ano,EUR,1993.0677114804555
465,1465,2022-01-01,2022-12-31,Ano,CZK,5313.355903381671
466,1466,2022-01-01,2022-12-31,Ano,CZK,5582.287103160629
467,1467,2022-01-01,2022-12-31,Ano,EUR,3950.954850051876
468,1468,2022-01-01,2022-12-31,Ne,CZK,5771.375667047079
469,1469,2022-01-01,2022-12-31,Ano,CZK,4017.8353253301466
470,1470,2022-01-01,2022-12-31,Ano,CZK,1931.2229924355302
471,1471,2022-01-01,2022-12-31,Ano,EUR,2867.438746900216
472,1472,2022-01-01,2022-12-31,Ano,EUR,3580.956131962834
473,1473,2022-01-01,2022-12-31,Ano,CZK,5325.278467778284
474,1474,2022-01-01,2022-12-31,Ano,EUR,4336.575764855177
475,1475,2022-01-01,2022-12-31,Ano,CZK,3945.280791121932
476,1476,2022-01-01,2022-12-31,Ne,EUR,1969.7314049247177
477,1477,2022-01-01,2022-12-31,Ano,CZK,3823.321365603621
478,1478,2022-01-01,2022-12-31,Ano,EUR,4767.435586816275
479,1479,2022-01-01,2022-12-31,Ano,CZK,3563.685995729114
480,1480,2022-01-01,2022-12-31,Ano,CZK,5626.050471021528
481,1481,2022-01-01,2022-12-31,Ano,EUR,5701.5485213091215
482,1482,2022-01-01,2022-12-31,Ano,EUR,5655.609849068464
483,1483,2022-01-01,2022-12-31,Ano,EUR,5137.905455007161
484,1484,2022-01-01,2022-12-31,Ano,CZK,1952.7270376407982
485,1485,2022-01-01,2022-12-31,Ano,CZK,5901.48884222794
486,1486,2022-01-01,2022-12-31,Ano,EUR,1826.8354958630089
487,1487,2022-01-01,2022-12-31,Ano,EUR,2175.552373671167
488,1488,2022-01-01,2022-12-31,Ano,CZK,2838.0731946680835
489,1489,2022-01-01,2022-12-31,Ano,CZK,2662.903440061432
490,1490,2022-01-01,2022-12-31,Ano,CZK,2391.9914519629797
491,1491,2022-01-01,2022-12-31,Ne,CZK,4881.467122344216
492,1492,2022-01-01,2022-12-31,Ano,CZK,3540.11885948032
493,1493,2022-01-01,2022-12-31,Ano,CZK,3218.963423861851
494,1494,2022-01-01,2022-12-31,Ano,CZK,3428.13292130794
495,1495,2022-01-01,2022-12-31,Ano,CZK,4882.56960058642
496,1496,2022-01-01,2022-12-31,Ano,EUR,4436.5611430231675
497,1497,2022-01-01,2022-12-31,Ano,CZK,4778.356472671097
498,1498,2022-01-01,2022-12-31,Ano,CZK,1859.1933672789878
499,1499,2022-01-01,2022-12-31,Ano,CZK,4261.859806861517
500,1500,2022-01-01,2022-12-31,Ano,CZK,2342.3940246101815
501,1501,2022-01-01,2022-12-31,Ano,CZK,2937.5031621819876
502,1502,2022-01-01,2022-12-31,Ano,CZK,2939.944756632795
503,1503,2022-01-01,2022-12-31,Ano,EUR,2605.919183321108
504,1504,2022-01-01,2022-12-31,Ne,EUR,3794.9679274087976
505,1505,2022-01-01,2022-12-31,Ano,CZK,5317.530555433517
506,1506,2022-01-01,2022-12-31,Ano,EUR,3545.1675281852504
507,1507,2022-01-01,2022-12-31,Ano,CZK,4061.8779500307555
508,1508,2022-01-01,2022-12-31,Ano,CZK,2872.360759927367
509,1509,2022-01-01,2022-12-31,Ano,CZK,3842.3323696337393
510,1510,2022-01-01,2022-12-31,Ano,CZK,5093.29987720302
511,1511,2022-01-01,2022-12-31,Ano,EUR,3278.0777035909564
512,1512,2022-01-01,2022-12-31,Ano,CZK,3686.126085735733
513,1513,2022-01-01,2022-12-31,Ano,CZK,5179.109930605145
514,1514,2022-01-01,2022-12-31,Ano,CZK,4218.84291052176
515,1515,2022-01-01,2022-12-31,Ano,EUR,3811.958242521544
516,1516,2022-01-01,2022-12-31,Ano,CZK,4320.626402270742
517,1517,2022-01-01,2022-12-31,Ano,CZK,2234.0386627086923
518,1518,2022-01-01,2022-12-31,Ano,CZK,3391.1988855927784
519,1519,2022-01-01,2022-12-31,Ano,EUR,5446.356163620761
520,1520,2022-01-01,2022-12-31,Ano,CZK,5057.2701721149115
521,1521,2022-01-01,2022-12-31,Ano,CZK,5862.609868056693
522,1522,2022-01-01,2022-12-31,Ano,CZK,4603.31640854031
523,1523,2022-01-01,2022-12-31,Ano,EUR,4507.160582708451
524,1524,2022-01-01,2022-12-31,Ne,CZK,2480.9179871758424
525,1525,2022-01-01,2022-12-31,Ano,EUR,4327.841733020012
526,1526,2022-01-01,2022-12-31,Ne,CZK,5281.807166158325
527,1527,2022-01-01,2022-12-31,Ano,CZK,3736.9791416456364
528,1528,2022-01-01,2022-12-31,Ano,CZK,1958.02956313812
529,1529,2022-01-01,2022-12-31,Ano,CZK,4429.159688265154
530,1530,2022-01-01,2022-12-31,Ne,CZK,5606.2319897337275
531,1531,2022-01-01,2022-12-31,Ano,CZK,5559.99683274406
532,1532,2022-01-01,2022-12-31,Ano,EUR,5369.2758573444025
533,1533,2022-01-01,2022-12-31,Ano,CZK,3958.1883164544593
534,1534,2022-01-01,2022-12-31,Ano,EUR,3575.3866682004427
535,1535,2022-01-01,2022-12-31,Ano,EUR,3755.6334834563836
536,1536,2022-01-01,2022-12-31,Ano,CZK,1852.5886701796148
537,1537,2022-01-01,2022-12-31,Ano,EUR,4395.05315664829
538,1538,2022-01-01,2022-12-31,Ano,CZK,5167.720289526869
539,1539,2022-01-01,2022-12-31,Ano,CZK,3134.471195426401
540,1540,2022-01-01,2022-12-31,Ano,CZK,5136.993578125001
541,1541,2022-01-01,2022-12-31,Ano,CZK,4788.174078267515
542,1542,2022-01-01,2022-12-31,Ano,EUR,3512.2051801124344
543,1543,2022-01-01,2022-12-31,Ano,CZK,4639.475798645433
544,1544,2022-01-01,2022-12-31,Ano,CZK,5225.616059106067
545,1545,2022-01-01,2022-12-31,Ano,EUR,3193.4552662376786
546,1546,2022-01-01,2022-12-31,Ne,CZK,5262.947217950884
547,1547,2022-01-01,2022-12-31,Ano,EUR,2755.4750096967173
548,1548,2022-01-01,2022-12-31,Ano,CZK,1855.5453934009117
549,1549,2022-01-01,2022-12-31,Ano,EUR,3234.5079248324823
550,1550,2022-01-01,2022-12-31,Ano,CZK,5038.278291608739
551,1551,2022-01-01,2022-12-31,Ano,CZK,2902.7711211767028
552,1552,2022-01-01,2022-12-31,Ano,CZK,3951.3860433996583
553,1553,2022-01-01,2022-12-31,Ano,EUR,2648.5370836452753
554,1554,2022-01-01,2022-12-31,Ano,CZK,2750.7748929787267
555,1555,2022-01-01,2022-12-31,Ano,CZK,2953.6945004197414
556,1556,2022-01-01,2022-12-31,Ano,CZK,4982.863456116043
557,1557,2022-01-01,2022-12-31,Ano,CZK,3964.296902147179
558,1558,2022-01-01,2022-12-31,Ano,EUR,2249.452882560307
559,1559,2022-01-01,2022-12-31,Ano,EUR,2797.3150494897427
560,1560,2022-01-01,2022-12-31,Ano,CZK,4656.5930693637765
561,1561,2022-01-01,2022-12-31,Ano,CZK,2104.933594176792
562,1562,2022-01-01,2022-12-31,Ano,CZK,5718.895053589136
563,1563,2022-01-01,2022-12-31,Ano,CZK,3390.444013300964
564,1564,2022-01-01,2022-12-31,Ano,CZK,4761.759331170182
565,1565,2022-01-01,2022-12-31,Ano,CZK,4515.911093650169
566,1566,2022-01-01,2022-12-31,Ano,EUR,2550.431971137518
567,1567,2022-01-01,2022-12-31,Ano,EUR,5010.028675905324
568,1568,2022-01-01,2022-12-31,Ano,EUR,3852.0247640399366
569,1569,2022-01-01,2022-12-31,Ne,EUR,2326.6782630367757
570,1570,2022-01-01,2022-12-31,Ne,EUR,4175.334924268506
571,1571,2022-01-01,2022-12-31,Ano,EUR,5229.1976716215895
572,1572,2022-01-01,2022-12-31,Ne,EUR,5977.658753028673
573,1573,2022-01-01,2022-12-31,Ano,CZK,2553.6455838294814
574,1574,2022-01-01,2022-12-31,Ano,CZK,2088.293772104678
575,1575,2022-01-01,2022-12-31,Ano,EUR,4896.681706801568
576,1576,2022-01-01,2022-12-31,Ano,EUR,4588.20720847375
577,1577,2022-01-01,2022-12-31,Ano,CZK,2202.753907270145
578,1578,2022-01-01,2022-12-31,Ano,CZK,2511.5772041431037
579,1579,2022-01-01,2022-12-31,Ano,EUR,4060.1081284018974
580,1580,2022-01-01,2022-12-31,Ano,EUR,1999.3464598699402
581,1581,2022-01-01,2022-12-31,Ano,CZK,2025.0685926869862
582,1582,2022-01-01,2022-12-31,Ano,CZK,5387.173250185439
583,1583,2022-01-01,2022-12-31,Ne,EUR,3725.7975901526543
584,1584,2022-01-01,2022-12-31,Ne,EUR,5982.113859983725
585,1585,2022-01-01,2022-12-31,Ano,EUR,2341.3190668144443
586,1586,2022-01-01,2022-12-31,Ne,CZK,2687.7300165518463
587,1587,2022-01-01,2022-12-31,Ano,CZK,2218.1487344212574
588,1588,2022-01-01,2022-12-31,Ano,CZK,4897.070830697605
589,1589,2022-01-01,2022-12-31,Ano,CZK,1869.353631600991
590,1590,2022-01-01,2022-12-31,Ano,CZK,4721.453726350625
591,1591,2022-01-01,2022-12-31,Ano,CZK,5461.864080627791
592,1592,2022-01-01,2022-12-31,Ano,CZK,5938.507771758985
593,1593,2022-01-01,2022-12-31,Ano,CZK,2235.418695937995
594,1594,2022-01-01,2022-12-31,Ano,EUR,2178.358546656458
595,1595,2022-01-01,2022-12-31,Ano,CZK,4485.313857667993
596,1596,2022-01-01,2022-12-31,Ano,CZK,2662.009976120705
597,1597,2022-01-01,2022-12-31,Ano,EUR,5068.995939148581
598,1598,2022-01-01,2022-12-31,Ano,CZK,5183.22546624984
599,1599,2022-01-01,2022-12-31,Ne,EUR,2562.2687966356157
600,1600,2022-01-01,2022-12-31,Ano,CZK,5223.096233044402
601,1601,2022-01-01,2022-12-31,Ano,CZK,5015.972484812506
602,1602,2022-01-01,2022-12-31,Ano,CZK,3332.5336817773987
603,1603,2022-01-01,2022-12-31,Ano,EUR,4342.796173367067
604,1604,2022-01-01,2022-12-31,Ano,CZK,3761.2414259659945
605,1605,2022-01-01,2022-12-31,Ano,EUR,2343.260751517171
606,1606,2022-01-01,2022-12-31,Ano,CZK,3670.100488351494
607,1607,2022-01-01,2022-12-31,Ano,CZK,4621.071984610554
608,1608,2022-01-01,2022-12-31,Ano,CZK,5345.209233408803
609,1609,2022-01-01,2022-12-31,Ano,CZK,1832.0578912442577
610,1610,2022-01-01,2022-12-31,Ne,CZK,4260.215864044139
611,1611,2022-01-01,2022-12-31,Ano,EUR,4865.667550870787
612,1612,2022-01-01,2022-12-31,Ano,EUR,4105.622890182471
613,1613,2022-01-01,2022-12-31,Ano,EUR,3455.95492696112
614,1614,2022-01-01,2022-12-31,Ano,EUR,4642.947675583135
615,1615,2022-01-01,2022-12-31,Ano,EUR,5986.103561643857
616,1616,2022-01-01,2022-12-31,Ne,EUR,3372.7776916049656
617,1617,2022-01-01,2022-12-31,Ano,EUR,2624.6365376707595
618,1618,2022-01-01,2022-12-31,Ano,EUR,4063.1546629880036
619,1619,2022-01-01,2022-12-31,Ano,CZK,3173.2487915701763
620,1620,2022-01-01,2022-12-31,Ne,CZK,2976.168726848766
621,1621,2022-01-01,2022-12-31,Ano,CZK,2975.6952165605053
622,1622,2022-01-01,2022-12-31,Ano,CZK,3873.0094521262904
623,1623,2022-01-01,2022-12-31,Ano,EUR,4378.680896119259
624,1624,2022-01-01,2022-12-31,Ano,EUR,2946.7427578614534
625,1625,2022-01-01,2022-12-31,Ne,CZK,1988.7834035036271
626,1626,2022-01-01,2022-12-31,Ano,CZK,4929.510867077122
627,1627,2022-01-01,2022-12-31,Ano,EUR,5806.802403122122
628,1628,2022-01-01,2022-12-31,Ano,EUR,3750.5252531868036
629,1629,2022-01-01,2022-12-31,Ano,CZK,4308.2222032983045
630,1630,2022-01-01,2022-12-31,Ano,EUR,2231.824931096978
631,1631,2022-01-01,2022-12-31,Ano,EUR,1943.409742171649
632,1632,2022-01-01,2022-12-31,Ano,CZK,3392.5898932827595
633,1633,2022-01-01,2022-12-31,Ano,CZK,3802.711246759655
634,1634,2022-01-01,2022-12-31,Ano,CZK,1800.7179040864119
635,1635,2022-01-01,2022-12-31,Ano,EUR,5008.119409649111
636,1636,2022-01-01,2022-12-31,Ano,EUR,3024.6909250417093
637,1637,2022-01-01,2022-12-31,Ano,CZK,3653.2461168965974
638,1638,2022-01-01,2022-12-31,Ano,CZK,4930.486703932427
639,1639,2022-01-01,2022-12-31,Ano,CZK,5546.417699650436
640,1640,2022-01-01,2022-12-31,Ano,CZK,5309.121710942495
641,1641,2022-01-01,2022-12-31,Ano,CZK,5833.547923250255
642,1642,2022-01-01,2022-12-31,Ano,CZK,2772.754040411565
643,1643,2022-01-01,2022-12-31,Ano,CZK,4692.78577730998
644,1644,2022-01-01,2022-12-31,Ano,CZK,5175.6019600548925
645,1645,2022-01-01,2022-12-31,Ano,CZK,3062.782738444663
646,1646,2022-01-01,2022-12-31,Ano,EUR,2069.9209173132513
647,1647,2022-01-01,2022-12-31,Ano,EUR,2230.78028771476
648,1648,2022-01-01,2022-12-31,Ano,CZK,2339.0021938864124
649,1649,2022-01-01,2022-12-31,Ano,CZK,3616.2496349186576
650,1650,2022-01-01,2022-12-31,Ano,CZK,2675.4354650428804
651,1651,2022-01-01,2022-12-31,Ano,CZK,3842.168713560107
652,1652,2022-01-01,2022-12-31,Ano,CZK,2293.781370431344
653,1653,2022-01-01,2022-12-31,Ne,CZK,5063.306561742929
654,1654,2022-01-01,2022-12-31,Ano,CZK,4372.746178005943
655,1655,2022-01-01,2022-12-31,Ano,CZK,3643.0572212199622
656,1656,2022-01-01,2022-12-31,Ano,CZK,2111.888836829139
657,1657,2022-01-01,2022-12-31,Ne,CZK,4351.182369758628
658,1658,2022-01-01,2022-12-31,Ano,CZK,4875.238223983773
659,1659,2022-01-01,2022-12-31,Ano,CZK,2474.6825321503957
660,1660,2022-01-01,2022-12-31,Ano,CZK,5978.625278892949
661,1661,2022-01-01,2022-12-31,Ano,EUR,5683.380613490166
662,1662,2022-01-01,2022-12-31,Ano,CZK,2404.748733403385
663,1663,2022-01-01,2022-12-31,Ano,EUR,1894.4301398795026
664,1664,2022-01-01,2022-12-31,Ano,CZK,3211.7222336569416
665,1665,2022-01-01,2022-12-31,Ano,CZK,4442.7678560788045
666,1666,2022-01-01,2022-12-31,Ano,CZK,2325.041671351301
667,1667,2022-01-01,2022-12-31,Ano,CZK,1840.6321549164809
668,1668,2022-01-01,2022-12-31,Ano,EUR,3365.589733974526
669,1669,2022-01-01,2022-12-31,Ano,EUR,5318.24531872086
670,1670,2022-01-01,2022-12-31,Ne,EUR,2151.4338773483323
671,1671,2022-01-01,2022-12-31,Ano,CZK,4329.166219065646
672,1672,2022-01-01,2022-12-31,Ano,CZK,5146.650142808218
673,1673,2022-01-01,2022-12-31,Ano,CZK,5247.025360330118
674,1674,2022-01-01,2022-12-31,Ano,CZK,5230.075499447914
675,1675,2022-01-01,2022-12-31,Ano,EUR,5953.361294034695
676,1676,2022-01-01,2022-12-31,Ano,CZK,5198.613661566869
677,1677,2022-01-01,2022-12-31,Ano,CZK,4525.149287265676
678,1678,2022-01-01,2022-12-31,Ano,CZK,5259.7681190550775
679,1679,2022-01-01,2022-12-31,Ano,EUR,2561.1370235939517
680,1680,2022-01-01,2022-12-31,Ano,CZK,5762.937535720201
681,1681,2022-01-01,2022-12-31,Ano,EUR,2174.4635539584638
682,1682,2022-01-01,2022-12-31,Ano,CZK,2792.8017550079167
683,1683,2022-01-01,2022-12-31,Ano,EUR,3911.272589845362
684,1684,2022-01-01,2022-12-31,Ano,EUR,3760.492314165696
685,1685,2022-01-01,2022-12-31,Ano,CZK,2360.3477182276742
686,1686,2022-01-01,2022-12-31,Ano,CZK,3548.7584841922585
687,1687,2022-01-01,2022-12-31,Ano,CZK,2519.9571007576224
688,1688,2022-01-01,2022-12-31,Ano,CZK,5142.369904782812
689,1689,2022-01-01,2022-12-31,Ano,CZK,4891.881951687295
690,1690,2022-01-01,2022-12-31,Ano,EUR,5543.418707796742
691,1691,2022-01-01,2022-12-31,Ano,EUR,3464.7866807471987
692,1692,2022-01-01,2022-12-31,Ano,CZK,3910.399954843291
693,1693,2022-01-01,2022-12-31,Ano,CZK,3199.2434989478083
694,1694,2022-01-01,2022-12-31,Ne,CZK,2437.975704023222
695,1695,2022-01-01,2022-12-31,Ano,EUR,4066.876917997112
696,1696,2022-01-01,2022-12-31,Ano,CZK,4679.391792296288
697,1697,2022-01-01,2022-12-31,Ano,EUR,4986.865648760049
698,1698,2022-01-01,2022-12-31,Ano,CZK,5381.051811699702
699,1699,2022-01-01,2022-12-31,Ano,EUR,3093.9957498101267
700,1700,2022-01-01,2022-12-31,Ano,CZK,2452.104071588374
701,1701,2022-01-01,2022-12-31,Ano,CZK,5397.493640820838
702,1702,2022-01-01,2022-12-31,Ano,CZK,3440.087991953489
703,1703,2022-01-01,2022-12-31,Ne,CZK,4472.526377897086
704,1704,2022-01-01,2022-12-31,Ano,EUR,5723.0276862328465
705,1705,2022-01-01,2022-12-31,Ano,CZK,5879.981597438804
706,1706,2022-01-01,2022-12-31,Ano,CZK,5810.439993397093
707,1707,2022-01-01,2022-12-31,Ne,CZK,3542.0692177700266
708,1708,2022-01-01,2022-12-31,Ne,CZK,5327.208169396792
709,1709,2022-01-01,2022-12-31,Ano,EUR,3099.6366890957706
710,1710,2022-01-01,2022-12-31,Ano,EUR,5037.519525770505
711,1711,2022-01-01,2022-12-31,Ano,CZK,4490.847729466681
712,1712,2022-01-01,2022-12-31,Ano,CZK,5460.985980968562
713,1713,2022-01-01,2022-12-31,Ano,CZK,2983.47282437978
714,1714,2022-01-01,2022-12-31,Ano,CZK,3863.770799933653
715,1715,2022-01-01,2022-12-31,Ano,CZK,2502.182589118424
716,1716,2022-01-01,2022-12-31,Ano,EUR,5891.494999080367
717,1717,2022-01-01,2022-12-31,Ano,CZK,2831.4983109231644
718,1718,2022-01-01,2022-12-31,Ano,CZK,3622.090506335983
719,1719,2022-01-01,2022-12-31,Ano,CZK,3790.0022093846283
720,1720,2022-01-01,2022-12-31,Ano,EUR,5335.193961383362
721,1721,2022-01-01,2022-12-31,Ano,EUR,2469.14374960692
722,1722,2022-01-01,2022-12-31,Ano,CZK,5058.787532358593
723,1723,2022-01-01,2022-12-31,Ano,CZK,4348.291379100197
724,1724,2022-01-01,2022-12-31,Ano,EUR,5118.060242457742
725,1725,2022-01-01,2022-12-31,Ne,CZK,5276.929824081717
726,1726,2022-01-01,2022-12-31,Ano,CZK,5082.465594309453
727,1727,2022-01-01,2022-12-31,Ano,CZK,5818.553082524861
728,1728,2022-01-01,2022-12-31,Ano,EUR,3503.6848762826176
729,1729,2022-01-01,2022-12-31,Ano,CZK,2853.865655526759
730,1730,2022-01-01,2022-12-31,Ano,CZK,2398.323976233373
731,1731,2022-01-01,2022-12-31,Ano,CZK,3763.995029832582
732,1732,2022-01-01,2022-12-31,Ano,CZK,4663.761310976859
733,1733,2022-01-01,2022-12-31,Ano,CZK,3883.4527436182166
734,1734,2022-01-01,2022-12-31,Ne,CZK,5238.666443821905
735,1735,2022-01-01,2022-12-31,Ano,CZK,3840.608763069392
736,1736,2022-01-01,2022-12-31,Ano,EUR,3524.1779711763484
737,1737,2022-01-01,2022-12-31,Ano,CZK,5687.125607617365
738,1738,2022-01-01,2022-12-31,Ano,EUR,2399.927499222647
739,1739,2022-01-01,2022-12-31,Ano,EUR,5635.3003267681115
740,1740,2022-01-01,2022-12-31,Ano,EUR,5945.525176641763
741,1741,2022-01-01,2022-12-31,Ano,EUR,2679.905839645654
742,1742,2022-01-01,2022-12-31,Ano,EUR,1927.8902772923607
743,1743,2022-01-01,2022-12-31,Ano,CZK,2229.5638444968345
744,1744,2022-01-01,2022-12-31,Ano,CZK,5498.557942881748
745,1745,2022-01-01,2022-12-31,Ano,CZK,2226.333335731498
746,1746,2022-01-01,2022-12-31,Ano,CZK,3917.6413727194417
747,1747,2022-01-01,2022-12-31,Ano,CZK,5393.491481791598
748,1748,2022-01-01,2022-12-31,Ano,CZK,4366.70366667196
749,1749,2022-01-01,2022-12-31,Ano,EUR,2043.33982145573
750,1750,2022-01-01,2022-12-31,Ano,CZK,1828.8815281031489
751,1751,2022-01-01,2022-12-31,Ano,CZK,3251.73284466952
752,1752,2022-01-01,2022-12-31,Ano,EUR,2180.619457187216
753,1753,2022-01-01,2022-12-31,Ano,CZK,2338.5279690443367
754,1754,2022-01-01,2022-12-31,Ano,CZK,3157.1036860669583
755,1755,2022-01-01,2022-12-31,Ano,CZK,4169.948525207743
756,1756,2022-01-01,2022-12-31,Ano,EUR,1940.2502680826121
757,1757,2022-01-01,2022-12-31,Ano,CZK,5031.782221433306
758,1758,2022-01-01,2022-12-31,Ano,CZK,4209.644851850151
759,1759,2022-01-01,2022-12-31,Ano,CZK,2431.988585617756
760,1760,2022-01-01,2022-12-31,Ano,EUR,1857.3515039197164
761,1761,2022-01-01,2022-12-31,Ano,CZK,3233.7250414797254
762,1762,2022-01-01,2022-12-31,Ano,EUR,5005.301794620161
763,1763,2022-01-01,2022-12-31,Ano,CZK,3101.241337462273
764,1764,2022-01-01,2022-12-31,Ano,EUR,5702.111639888709
765,1765,2022-01-01,2022-12-31,Ano,EUR,5935.046759843113
766,1766,2022-01-01,2022-12-31,Ano,CZK,1906.4420944848662
767,1767,2022-01-01,2022-12-31,Ano,CZK,2037.96063481309
768,1768,2022-01-01,2022-12-31,Ano,CZK,4376.786767164032
769,1769,2022-01-01,2022-12-31,Ano,EUR,4216.055879576197
770,1770,2022-01-01,2022-12-31,Ano,CZK,3245.5217361774453
771,1771,2022-01-01,2022-12-31,Ano,CZK,3927.4934162742534
772,1772,2022-01-01,2022-12-31,Ano,EUR,2839.1154597632767
773,1773,2022-01-01,2022-12-31,Ano,EUR,4804.536031653304
774,1774,2022-01-01,2022-12-31,Ano,EUR,3516.2402739045265
775,1775,2022-01-01,2022-12-31,Ne,EUR,5996.34196049933
776,1776,2022-01-01,2022-12-31,Ano,CZK,5693.232258737622
777,1777,2022-01-01,2022-12-31,Ano,EUR,4634.226159182617
778,1778,2022-01-01,2022-12-31,Ano,EUR,4488.604684612481
779,1779,2022-01-01,2022-12-31,Ano,CZK,3078.6488993491307
780,1780,2022-01-01,2022-12-31,Ano,CZK,2756.6799789048378
781,1781,2022-01-01,2022-12-31,Ano,CZK,5615.236122474307
782,1782,2022-01-01,2022-12-31,Ne,EUR,5228.815038489332
783,1783,2022-01-01,2022-12-31,Ne,CZK,3608.7390526398103
784,1784,2022-01-01,2022-12-31,Ano,CZK,4500.0838815451425
785,1785,2022-01-01,2022-12-31,Ne,CZK,5274.527628285673
786,1786,2022-01-01,2022-12-31,Ano,EUR,4473.04297773427
